time,usage,temperature,frequency
4144,97.3,69,2000
4145,97.4,70,2000
4146,97.3,70,2000
4147,97.4,69,2000
4148,97.5,70,2000
4149,95.8,69,2000
4150,96.3,70,2000
4151,96.2,69,2000
4152,98.6,70,2000
4153,98.6,70,2000
4154,97.5,70,2000
4155,98.6,70,2000
4156,98.6,69,2000
4157,97.3,69,2000
4158,97.3,69,2000
4159,97.3,70,2000
4160,98.6,70,2000
4161,98.8,71,2000
4162,97.1,69,2000
4163,97.3,68,2000
4164,97.3,70,2000
4165,97.2,70,2000
4166,97.5,70,2000
4167,98.5,70,2000
4168,97.3,70,2000
4169,98.6,70,2000
4170,98.8,71,2000
4171,97.4,70,2000
4172,96.1,71,2000
4173,97.2,70,2000
4174,97.4,70,2000
4175,97.4,70,2000
4176,98.6,69,2000
4177,97.4,69,2000
4178,97.1,70,2000
4179,97.5,69,2000
4180,97.4,69,2000
4181,98.6,70,2000
4182,97.5,69,2000
4183,97.3,69,2000
4184,97.5,70,2000
4185,98.8,70,2000
4186,97.4,69,2000
4187,97.8,69,2000
4188,98.6,70,2000
4189,97.3,70,2000
4190,97.4,68,2000
4191,97.3,70,2000
4192,97.3,69,2000
4193,97.6,70,2000
4194,98.5,71,2000
4195,97.3,70,2000
4196,98.7,70,2000
4197,97.6,69,2000
4198,97.4,70,2000
4199,96.3,70,2000
4200,97.4,69,2000
4201,98.6,69,2000
4202,97.4,70,2000
4203,96.1,70,2000
4204,97.4,70,2000
4205,95.8,70,2000
4206,97.3,70,2000
4207,97.5,70,2000
4208,97.2,69,2000
4209,97.4,70,2000
4210,97.1,70,2000
4211,97.4,69,2000
4212,,70,2000
4213,95.9,69,2000
4214,97.5,70,2000
4215,98.9,69,2000
4216,97.4,69,2000
4217,97.3,70,2000
4218,97.3,69,2000
4219,96.2,69,2000
4220,97.3,70,2000
4221,97.3,71,2000
4222,97.3,70,2000
4223,97.2,70,2000
4224,97.3,70,2000
4225,97.2,70,2000
4226,97.5,70,2000
4227,97.4,69,2000
4228,96.2,69,2000
4229,97.3,70,2000
4230,97.3,70,2000
4231,97.4,69,2000
4232,98.7,70,2000
4233,97.1,69,2000
4234,97.3,70,2000
4235,97.3,70,2000
4236,98.7,69,2000
4237,97.4,70,2000
4238,97.4,70,2000
4239,98.6,70,2000
4240,96.4,69,2000
4241,98.8,70,2000
4242,97.6,69,2000
4243,97.1,70,2000
4244,97.3,70,2000
4245,97.3,70,2000
4246,97.5,70,2000
4247,97.3,71,2000
4248,97.4,70,2000
4249,97.2,69,2000
4250,97.3,70,2000
4251,97.5,70,2000
4252,97.3,70,2000
4253,97.5,70,2000
4254,96.1,70,2000
4255,97.3,70,2000
4256,97.5,70,2000
4257,97.3,69,2000
4258,96.2,70,2000
4259,98.6,70,2000
4260,98.7,70,2000
4261,97.2,70,2000
4262,97.4,70,2000
4263,98.6,70,2000
4264,95.9,70,2000
4265,97.4,70,2000
4266,97.3,70,2000
4267,98.7,70,2000
4268,97.3,70,2000
4269,97.1,70,2000
4270,97.3,70,2000
4271,98.6,70,2000
4272,95.9,69,2000
4273,98.6,69,2000
4274,96.1,69,2000
4275,97.5,70,2000
4276,98.7,70,2000
4277,97.4,69,2000
4278,97.2,70,2000
4279,98.6,70,2000
4280,97.5,69,2000
4281,97.2,70,2000
4282,98.6,69,2000
4283,97.1,69,2000
4284,98.6,70,2000
4285,98.5,70,2000
4286,97.6,70,2000
4287,97.4,70,2000
4288,97.4,69,2000
4289,98.6,69,2000
4290,97.6,69,2000
4291,97.5,70,2000
4292,97.2,70,2000
4293,97.2,69,2000
4294,98.6,70,2000
4295,97.5,71,2000
4296,96.2,68,2000
4297,98.7,70,2000
4298,97.5,69,2000
4299,97.4,71,2000
4300,98.5,70,2000
4301,97.4,71,2000
4302,97.5,70,2000
4303,96.4,70,2000
4304,98.6,70,2000
4305,98.6,70,2000
4306,96.2,70,2000
4307,98.7,71,2000
4308,94.7,69,2000
4309,97.6,70,2000
4310,97.3,70,2000
4311,95.7,70,2000
4312,96.1,69,2000
4313,98.6,70,2000
4314,96.0,70,2000
4315,97.5,70,2000
4316,98.6,70,2000
4317,98.6,70,2000
4318,98.6,70,2000
4319,97.3,69,2000
4320,98.6,69,2000
4321,97.3,70,2000
4322,97.6,69,2000
4323,97.1,69,2000
4324,96.3,70,2000
4325,98.6,69,2000
4326,97.3,70,2000
4327,97.4,70,2000
4328,97.5,70,2000
4329,97.3,70,2000
4330,95.8,70,2000
4331,97.4,70,2000
4332,97.3,70,2000
4333,95.8,71,2000
4334,97.8,70,2000
4335,98.7,70,2000
4336,95.9,70,2000
4337,96.1,70,2000
4338,97.4,70,2000
4339,97.3,70,2000
4340,97.4,69,2000
4341,97.3,69,2000
4342,97.5,71,2000
4343,97.5,70,2000
4344,96.0,70,2000
4345,98.7,70,2000
4346,97.4,71,2000
4347,97.5,70,2000
4348,98.6,69,2000
4349,97.3,69,2000
4350,98.8,70,2000
4351,97.3,70,2000
4352,98.7,70,2000
4353,97.4,70,2000
4354,97.4,70,2000
4355,98.7,70,2000
4356,97.4,70,2000
4357,97.6,70,2000
4358,98.7,70,2000
4359,97.3,70,2000
4360,97.3,69,2000
4361,96.3,70,2000
4362,97.5,70,2000
4363,97.4,70,2000
4364,97.4,70,2000
4365,97.1,69,2000
4366,97.3,69,2000
4367,97.5,70,2000
4368,95.9,70,2000
4369,,70,2000
4370,97.3,70,2000
4371,97.4,70,2000
4372,96.4,70,2000
4373,96.1,70,2000
4374,97.5,70,2000
4375,97.3,69,2000
4376,97.5,70,2000
4377,97.3,70,2000
4378,95.8,70,2000
4379,97.5,70,2000
4380,97.5,70,2000
4381,97.3,70,2000
4382,95.9,70,2000
4383,97.6,70,2000
4384,97.3,69,2000
4385,97.3,70,2000
4386,98.6,70,2000
4387,,69,2000
4388,97.4,70,2000
4389,97.2,70,2000
4390,95.9,70,2000
4391,97.4,71,2000
4392,97.3,70,2000
4393,98.7,69,2000
4394,97.1,70,2000
4395,97.5,70,2000
4396,98.7,70,2000
4397,97.3,70,2000
4398,97.5,71,2000
4399,97.3,71,2000
4400,97.3,70,2000
4401,98.7,69,2000
4402,97.4,69,2000
4403,97.2,69,2000
4404,97.3,70,2000
4405,97.3,70,2000
4406,97.4,70,2000
4407,97.3,69,2000
4408,97.1,70,2000
4409,98.7,70,2000
4410,97.3,70,2000
4411,98.8,69,2000
4412,98.7,69,2000
4413,98.7,70,2000
4414,97.3,69,2000
4415,95.9,70,2000
4416,97.3,70,2000
4417,97.5,70,2000
4418,97.3,70,2000
4419,98.6,70,2000
4420,97.3,70,2000
4421,96.4,69,2000
4422,98.7,71,2000
4423,97.3,70,2000
4424,97.4,71,2000
4425,97.3,69,2000
4426,96.2,70,2000
4427,98.7,70,2000
4428,97.4,70,2000
4429,,70,2000
4430,98.8,70,2000
4431,97.4,69,2000
4432,97.3,70,2000
4433,96.1,70,2000
4434,97.4,71,2000
4435,98.6,69,2000
4436,98.7,70,2000
4437,97.5,70,2000
4438,98.9,70,2000
4439,98.7,70,2000
4440,96.0,68,2000
4441,97.3,70,2000
4442,96.2,69,2000
4443,97.4,70,2000
4444,97.1,70,2000
4445,97.3,70,2000
4446,98.8,71,2000
4447,97.2,70,2000
4448,95.8,69,2000
4449,98.7,70,2000
4450,98.6,69,2000
4451,97.4,69,2000
4452,97.3,71,2000
4453,98.6,71,2000
4454,96.2,70,2000
4455,95.9,70,2000
4456,97.4,69,2000
4457,97.1,70,2000
4458,98.6,70,2000
4459,97.3,71,2000
4460,98.7,70,2000
4461,98.6,70,2000
4462,97.3,70,2000
4463,96.1,70,2000
4464,95.7,70,2000
4465,97.1,71,2000
4466,98.6,70,2000
4467,97.3,70,2000
4468,98.6,70,2000
4469,97.3,70,2000
4470,97.4,70,2000
4471,97.5,70,2000
4472,95.9,70,2000
4473,96.2,70,2000
4474,95.2,69,2000
4475,96.1,70,2000
4476,95.8,70,2000
4477,97.3,70,2000
4478,97.5,70,2000
4479,97.3,70,2000
4480,97.3,70,2000
4481,98.6,69,2000
4482,97.3,71,2000
4483,96.0,70,2000
4484,97.1,70,2000
4485,98.8,70,2000
4486,97.3,70,2000
4487,97.3,70,2000
4488,97.4,70,2000
4489,97.3,69,2000
4490,97.5,70,2000
4491,95.9,71,2000
4492,97.5,70,2000
4493,97.3,71,2000
4494,97.2,69,2000
4495,97.3,71,2000
4496,95.9,71,2000
4497,98.6,70,2000
4498,98.6,70,2000
4499,97.3,69,2000
4500,97.3,70,2000
4501,97.4,71,2000
4502,97.3,70,2000
4503,97.3,70,2000
4504,97.5,70,2000
4505,96.1,70,2000
4506,97.3,70,2000
4507,97.3,69,2000
4508,97.2,70,2000
4509,97.5,69,2000
4510,97.3,70,2000
4511,97.4,70,2000
4512,97.3,70,2000
4513,96.0,70,2000
4514,98.7,70,2000
4515,97.1,71,2000
4516,97.3,70,2000
4517,98.7,70,2000
4518,97.5,70,2000
4519,95.9,69,2000
4520,98.6,71,2000
4521,97.4,70,2000
4522,97.3,70,2000
4523,97.3,70,2000
4524,97.6,70,2000
4525,97.3,70,2000
4526,97.3,70,2000
4527,97.3,70,2000
4528,97.3,71,2000
4529,98.7,71,2000
4530,97.5,70,2000
4531,97.3,69,2000
4532,97.5,70,2000
4533,98.6,71,2000
4534,95.9,70,2000
4535,97.4,70,2000
4536,98.7,70,2000
4537,97.1,70,2000
4538,96.1,70,2000
4539,95.9,70,2000
4540,98.6,70,2000
4541,97.5,70,2000
4542,97.5,70,2000
4543,97.6,70,2000
4544,98.6,70,2000
4545,97.1,70,2000
4546,98.5,70,2000
4547,97.2,71,2000
4548,97.4,70,2000
4549,97.6,69,2000
4550,97.3,70,2000
4551,97.3,69,2000
4552,98.7,71,2000
4553,98.6,70,2000
4554,97.4,71,2000
4555,97.3,70,2000
4556,97.4,70,2000
4557,97.3,70,2000
4558,97.2,70,2000
4559,98.5,70,2000
4560,97.5,70,2000
4561,97.2,70,2000
4562,97.3,70,2000
4563,97.6,70,2000
4564,97.4,70,2000
4565,95.9,70,2000
4566,97.3,71,2000
4567,98.6,71,2000
4568,97.4,70,2000
4569,97.2,70,2000
4570,98.7,71,2000
4571,97.4,71,2000
4572,97.5,71,2000
4573,95.9,70,2000
4574,97.4,71,2000
4575,97.5,69,2000
4576,97.3,70,2000
4577,98.6,70,2000
4578,98.7,71,2000
4579,97.3,70,2000
4580,97.6,70,2000
4581,98.7,70,2000
4582,97.4,71,2000
4583,98.6,71,2000
4584,97.1,70,2000
4585,97.4,71,2000
4586,97.5,70,2000
4587,97.5,70,2000
4588,97.3,70,2000
4589,97.4,71,2000
4590,97.4,71,2000
4591,97.1,71,2000
4592,96.2,71,2000
4593,97.3,69,2000
4594,97.2,70,2000
4595,97.3,70,2000
4596,97.3,70,2000
4597,97.4,71,2000
4598,97.4,70,2000
4599,97.5,70,2000
4600,97.5,70,2000
4601,97.2,70,2000
4602,97.5,70,2000
4603,97.5,70,2000
4604,98.7,70,2000
4605,95.9,71,2000
4606,97.1,71,2000
4607,97.3,69,2000
4608,97.4,71,2000
4609,97.1,71,2000
4610,97.4,70,2000
4611,97.4,71,2000
4612,96.1,70,2000
4613,95.8,70,2000
4614,97.6,71,2000
4615,96.3,70,2000
4616,97.4,71,2000
4617,97.4,71,2000
4618,98.7,69,2000
4619,97.4,71,2000
4620,97.5,70,2000
4621,97.5,71,2000
4622,97.3,70,2000
4623,98.7,71,2000
4624,98.7,70,2000
4625,97.5,71,2000
4626,97.2,70,2000
4627,97.3,71,2000
4628,98.7,70,2000
4629,98.6,71,2000
4630,97.3,71,2000
4631,97.3,71,2000
4632,97.4,71,2000
4633,97.1,70,2000
4634,97.6,71,2000
4635,98.7,71,2000
4636,97.4,70,2000
4637,97.3,69,2000
4638,97.6,70,2000
4639,96.2,70,2000
4640,98.7,70,2000
4641,97.3,70,2000
4642,97.4,70,2000
4643,96.3,71,2000
4644,98.6,69,2000
4645,97.3,70,2000
4646,97.5,70,2000
4647,95.9,70,2000
4648,96.0,71,2000
4649,98.7,72,2000
4650,96.0,70,2000
4651,97.3,71,2000
4652,97.2,71,2000
4653,98.6,70,2000
4654,95.7,71,2000
4655,97.6,71,2000
4656,97.3,69,2000
4657,98.6,70,2000
4658,97.5,71,2000
4659,97.5,70,2000
4660,97.3,70,2000
4661,97.6,69,2000
4662,98.7,69,2000
4663,97.4,70,2000
4664,97.4,70,2000
4665,96.1,70,2000
4666,95.9,70,2000
4667,97.3,70,2000
4668,97.5,70,2000
4669,97.3,69,2000
4670,97.3,70,2000
4671,97.3,70,2000
4672,97.3,70,2000
4673,97.5,71,2000
4674,97.3,71,2000
4675,96.3,69,2000
4676,97.3,71,2000
4677,97.5,70,2000
4678,95.9,70,2000
4679,97.5,70,2000
4680,97.3,70,2000
4681,98.7,70,2000
4682,97.1,71,2000
4683,96.1,70,2000
4684,98.6,71,2000
4685,97.4,70,2000
4686,97.2,70,2000
4687,97.6,70,2000
4688,97.3,70,2000
4689,97.4,70,2000
4690,98.7,71,2000
4691,98.6,69,2000
4692,97.3,71,2000
4693,98.7,71,2000
4694,97.4,70,2000
4695,98.7,71,2000
4696,96.1,71,2000
4697,98.8,70,2000
4698,97.3,70,2000
4699,97.5,71,2000
4700,97.3,70,2000
4701,97.5,70,2000
4702,96.2,70,2000
4703,97.3,70,2000
4704,95.8,70,2000
4705,97.2,71,2000
4706,97.1,71,2000
4707,98.6,70,2000
4708,98.6,70,2000
4709,96.2,70,2000
4710,97.4,71,2000
4711,97.2,71,2000
4712,97.3,70,2000
4713,98.6,70,2000
4714,97.3,69,2000
4715,96.2,71,2000
4716,96.3,71,2000
4717,97.4,71,2000
4718,97.5,70,2000
4719,98.8,71,2000
4720,97.3,71,2000
4721,97.5,70,2000
4722,97.4,71,2000
4723,97.4,70,2000
4724,97.4,70,2000
4725,98.7,70,2000
4726,97.4,70,2000
4727,97.4,70,2000
4728,97.5,69,2000
4729,97.6,70,2000
4730,96.0,71,2000
4731,97.6,70,2000
4732,97.3,71,2000
4733,98.6,70,2000
4734,97.3,71,2000
4735,97.3,70,2000
4736,97.3,70,2000
4737,97.3,70,2000
4738,97.5,70,2000
4739,96.2,72,2000
4740,97.3,71,2000
4741,97.3,69,2000
4742,97.2,71,2000
4743,98.6,70,2000
4744,97.3,70,2000
4745,97.3,70,2000
4746,97.4,70,2000
4747,97.3,71,2000
4748,95.7,70,2000
4749,96.1,71,2000
4750,98.7,70,2000
4751,98.5,71,2000
4752,98.7,71,2000
4753,97.4,71,2000
4754,97.4,70,2000
4755,97.3,70,2000
4756,97.5,70,2000
4757,97.3,71,2000
4758,95.9,70,2000
4759,96.2,71,2000
4760,97.5,70,2000
4761,97.2,70,2000
4762,98.7,70,2000
4763,97.4,70,2000
4764,97.3,69,2000
4765,96.1,70,2000
4766,97.6,71,2000
4767,97.4,70,2000
4768,97.4,70,2000
4769,97.3,71,2000
4770,97.3,71,2000
4771,97.4,70,2000
4772,94.9,71,2000
4773,97.2,70,2000
4774,97.3,70,2000
4775,97.3,71,2000
4776,95.9,71,2000
4777,97.5,71,2000
4778,97.4,71,2000
4779,97.5,71,2000
4780,97.4,70,2000
4781,97.3,71,2000
4782,98.6,71,2000
4783,97.3,70,2000
4784,97.3,71,2000
4785,96.1,70,2000
4786,97.3,70,2000
4787,97.4,70,2000
4788,97.4,70,2000
4789,97.3,70,2000
4790,98.7,70,2000
4791,97.3,70,2000
4792,97.5,69,2000
4793,97.6,69,2000
4794,97.3,70,2000
4795,97.4,69,2000
4796,98.7,70,2000
4797,97.3,70,2000
4798,98.6,70,2000
4799,97.3,70,2000
4800,97.4,70,2000
4801,97.3,70,2000
4802,97.3,71,2000
4803,97.3,70,2000
4804,97.3,70,2000
4805,97.3,70,2000
4806,96.1,71,2000
4807,97.1,70,2000
4808,95.9,70,2000
4809,97.5,69,2000
4810,97.4,70,2000
4811,97.5,70,2000
4812,97.4,70,2000
4813,97.6,69,2000
4814,97.3,69,2000
4815,97.3,71,2000
4816,97.6,70,2000
4817,98.6,71,2000
4818,96.2,70,2000
4819,97.5,70,2000
4820,98.7,71,2000
4821,97.4,70,2000
4822,98.6,71,2000
4823,97.5,70,2000
4824,98.6,70,2000
4825,98.7,70,2000
4826,97.3,70,2000
4827,97.6,70,2000
4828,98.7,70,2000
4829,96.2,70,2000
4830,98.8,71,2000
4831,95.9,70,2000
4832,98.6,71,2000
4833,98.6,71,2000
4834,97.5,70,2000
4835,97.3,70,2000
4836,97.6,70,2000
4837,95.9,70,2000
4838,97.5,70,2000
4839,97.3,71,2000
4840,97.6,70,2000
4841,95.8,71,2000
4842,97.4,69,2000
4843,98.7,70,2000
4844,97.3,70,2000
4845,97.4,70,2000
4846,97.5,70,2000
4847,97.3,70,2000
4848,97.6,69,2000
4849,98.6,69,2000
4850,98.6,70,2000
4851,97.3,70,2000
4852,98.7,70,2000
4853,97.3,70,2000
4854,97.3,70,2000
4855,95.9,70,2000
4856,98.8,69,2000
4857,97.3,69,2000
4858,96.2,69,2000
4859,98.6,70,2000
4860,97.4,70,2000
4861,97.6,69,2000
4862,98.7,69,2000
4863,97.3,71,2000
4864,98.6,70,2000
4865,97.4,71,2000
4866,98.7,71,2000
4867,96.1,70,2000
4868,97.4,69,2000
4869,97.6,71,2000
4870,96.2,71,2000
4871,97.6,70,2000
4872,96.2,70,2000
4873,97.5,70,2000
4874,98.8,70,2000
4875,98.6,71,2000
4876,97.3,70,2000
4877,98.6,70,2000
4878,97.3,71,2000
4879,97.4,70,2000
4880,98.7,70,2000
4881,97.3,71,2000
4882,97.6,69,2000
4883,97.5,69,2000
4884,97.3,70,2000
4885,97.3,71,2000
4886,97.6,70,2000
4887,97.3,70,2000
4888,97.5,70,2000
4889,96.2,70,2000
4890,97.5,70,2000
4891,97.4,69,2000
4892,96.1,69,2000
4893,96.2,70,2000
4894,97.4,70,2000
4895,97.3,71,2000
4896,96.3,70,2000
4897,97.3,70,2000
4898,97.3,69,2000
4899,98.6,70,2000
4900,97.3,70,2000
4901,98.7,70,2000
4902,97.4,70,2000
4903,98.7,70,2000
4904,96.2,70,2000
4905,97.6,70,2000
4906,97.5,70,2000
4907,97.3,69,2000
4908,97.4,70,2000
4909,97.4,70,2000
4910,98.7,69,2000
4911,97.4,70,2000
4912,97.6,69,2000
4913,97.4,70,2000
4914,97.3,71,2000
4915,97.5,70,2000
4916,98.5,70,2000
4917,98.6,70,2000
4918,97.3,69,2000
4919,98.8,70,2000
4920,97.3,71,2000
4921,97.3,70,2000
4922,97.3,70,2000
4923,97.3,70,2000
4924,97.5,70,2000
4925,97.6,70,2000
4926,97.3,70,2000
4927,97.4,70,2000
4928,97.6,70,2000
4929,97.3,71,2000
4930,97.3,70,2000
4931,98.7,70,2000
4932,97.6,70,2000
4933,97.3,69,2000
4934,95.9,69,2000
4935,97.3,70,2000
4936,97.4,70,2000
4937,98.7,70,2000
4938,98.6,70,2000
4939,98.6,71,2000
4940,97.3,69,2000
4941,97.3,70,2000
4942,97.5,70,2000
4943,97.4,70,2000
4944,97.5,69,2000
4945,96.2,71,2000
4946,98.7,70,2000
4947,98.6,70,2000
4948,98.7,70,2000
4949,96.1,70,2000
4950,98.6,70,2000
4951,97.5,70,2000
4952,97.3,71,2000
4953,98.7,70,2000
4954,97.3,70,2000
4955,97.6,70,2000
4956,97.3,70,2000
4957,97.5,70,2000
4958,97.6,70,2000
4959,97.4,70,2000
4960,97.3,69,2000
4961,98.6,70,2000
4962,96.2,70,2000
4963,97.4,69,2000
4964,97.2,70,2000
4965,97.4,70,2000
4966,95.9,70,2000
4967,97.6,70,2000
4968,97.3,70,2000
4969,97.4,71,2000
4970,96.2,70,2000
4971,97.3,70,2000
4972,97.5,70,2000
4973,97.4,70,2000
4974,98.7,70,2000
4975,97.4,70,2000
4976,97.5,70,2000
4977,97.5,69,2000
4978,97.5,70,2000
4979,98.6,70,2000
4980,97.4,69,2000
4981,97.4,70,2000
4982,97.4,70,2000
4983,97.3,71,2000
4984,97.5,70,2000
4985,97.3,70,2000
4986,96.2,69,2000
4987,97.3,69,2000
4988,97.2,70,2000
4989,97.5,69,2000
4990,98.7,70,2000
4991,97.4,70,2000
4992,97.5,70,2000
4993,97.4,69,2000
4994,97.3,70,2000
4995,98.6,70,2000
4996,97.3,70,2000
4997,96.2,70,2000
4998,97.3,69,2000
4999,97.4,69,2000
5000,97.3,70,2000
5001,98.7,70,2000
5002,97.3,70,2000
5003,98.6,71,2000
5004,97.6,70,2000
5005,96.1,70,2000
5006,98.6,71,2000
5007,98.6,70,2000
5008,98.6,70,2000
5009,98.7,70,2000
5010,97.6,70,2000
5011,97.4,70,2000
5012,98.6,69,2000
5013,97.3,70,2000
5014,97.6,69,2000
5015,97.4,69,2000
5016,97.3,70,2000
5017,97.4,69,2000
5018,97.5,69,2000
5019,98.7,70,2000
5020,97.3,69,2000
5021,97.3,70,2000
5022,97.5,70,2000
5023,98.7,70,2000
5024,97.4,68,2000
5025,97.4,70,2000
5026,98.7,70,2000
5027,97.3,70,2000
5028,97.3,70,2000
5029,97.3,70,2000
5030,97.5,70,2000
5031,97.3,70,2000
5032,98.6,71,2000
5033,97.4,70,2000
5034,97.4,71,2000
5035,97.5,69,2000
5036,97.4,70,2000
5037,97.4,69,2000
5038,98.6,71,2000
5039,97.3,70,2000
5040,97.5,70,2000
5041,97.3,70,2000
5042,97.3,70,2000
5043,97.3,69,2000
5044,97.5,71,2000
5045,97.3,70,2000
5046,98.8,69,2000
5047,98.7,70,2000
5048,98.7,70,2000
5049,97.4,70,2000
5050,97.5,70,2000
5051,95.9,69,2000
5052,96.4,70,2000
5053,97.5,70,2000
5054,97.5,70,2000
5055,97.5,71,2000
5056,97.3,71,2000
5057,97.3,70,2000
5058,97.4,70,2000
5059,97.5,70,2000
5060,95.9,70,2000
5061,97.3,71,2000
5062,98.6,70,2000
5063,97.5,69,2000
5064,97.5,70,2000
5065,97.5,70,2000
5066,97.4,71,2000
5067,97.3,70,2000
5068,98.8,70,2000
5069,98.7,70,2000
5070,97.4,70,2000
5071,97.3,70,2000
5072,97.3,70,2000
5073,97.3,70,2000
5074,97.5,70,2000
5075,97.4,70,2000
5076,97.3,70,2000
5077,97.5,70,2000
5078,98.6,70,2000
5079,98.6,70,2000
5080,97.5,70,2000
5081,98.6,70,2000
5082,97.3,70,2000
5083,97.3,70,2000
5084,97.3,70,2000
5085,97.3,71,2000
5086,98.6,70,2000
5087,97.6,70,2000
5088,98.6,69,2000
5089,97.4,70,2000
5090,97.4,70,2000
5091,96.4,70,2000
5092,97.4,71,2000
5093,97.5,70,2000
5094,97.3,69,2000
5095,96.1,70,2000
5096,97.2,70,2000
5097,98.7,70,2000
5098,98.6,69,2000
5099,97.4,70,2000
5100,97.3,71,2000
5101,97.6,69,2000
5102,97.4,70,2000
5103,97.2,69,2000
5104,97.5,70,2000
5105,97.4,69,2000
5106,97.3,70,2000
5107,97.4,69,2000
5108,95.9,70,2000
5109,97.5,71,2000
5110,96.0,69,2000
5111,97.4,69,2000
5112,97.4,70,2000
5113,95.9,70,2000
5114,97.4,70,2000
5115,97.3,70,2000
5116,97.3,70,2000
5117,97.3,69,2000
5118,96.3,69,2000
5119,97.4,69,2000
5120,97.3,70,2000
5121,95.9,70,2000
5122,97.3,70,2000
5123,97.3,70,2000
5124,97.3,69,2000
5125,97.3,70,2000
5126,97.3,70,2000
5127,98.6,71,2000
5128,97.5,71,2000
5129,97.3,70,2000
5130,97.3,69,2000
5131,96.2,71,2000
5132,97.3,70,2000
5133,97.6,70,2000
5134,97.5,69,2000
5135,97.5,70,2000
5136,97.3,70,2000
5137,97.3,70,2000
5138,98.7,71,2000
5139,97.3,70,2000
5140,97.5,69,2000
5141,97.6,71,2000
5142,97.3,70,2000
5143,98.6,71,2000
5144,98.7,70,2000
5145,97.3,69,2000
5146,97.5,71,2000
5147,97.4,69,2000
5148,98.7,71,2000
5149,98.7,70,2000
5150,97.6,69,2000
5151,98.8,70,2000
5152,97.5,69,2000
5153,98.6,71,2000
5154,98.6,69,2000
5155,97.3,71,2000
5156,98.7,70,2000
5157,98.6,69,2000
5158,96.2,70,2000
5159,98.7,69,2000
5160,98.7,70,2000
5161,95.9,70,2000
5162,98.6,70,2000
5163,96.0,70,2000
5164,97.5,70,2000
5165,97.3,71,2000
5166,98.7,71,2000
5167,97.3,71,2000
5168,96.0,70,2000
5169,97.5,70,2000
5170,98.6,70,2000
5171,97.5,71,2000
5172,97.1,71,2000
5173,97.4,69,2000
5174,97.5,70,2000
5175,97.3,69,2000
5176,97.5,69,2000
5177,97.6,70,2000
5178,97.4,70,2000
5179,97.3,70,2000
5180,97.6,69,2000
5181,97.3,69,2000
5182,97.4,70,2000
5183,97.4,69,2000
5184,97.3,70,2000
5185,97.3,70,2000
5186,97.4,71,2000
5187,96.1,70,2000
5188,97.5,71,2000
5189,97.2,70,2000
5190,97.4,70,2000
5191,97.4,70,2000
5192,97.4,70,2000
5193,96.5,70,2000
5194,96.1,70,2000
5195,97.3,70,2000
5196,98.7,69,2000
5197,97.3,69,2000
5198,97.3,69,2000
5199,97.3,69,2000
5200,97.3,70,2000
5201,97.3,71,2000
5202,98.6,70,2000
5203,97.3,70,2000
5204,97.3,71,2000
5205,97.3,70,2000
5206,97.5,69,2000
5207,97.3,70,2000
5208,98.6,70,2000
5209,97.5,69,2000
5210,96.2,70,2000
5211,97.4,70,2000
5212,97.5,69,2000
5213,97.4,70,2000
5214,97.3,70,2000
5215,97.3,70,2000
5216,97.3,70,2000
5217,98.7,70,2000
5218,97.5,70,2000
5219,98.6,69,2000
5220,97.3,69,2000
5221,97.4,69,2000
5222,97.4,71,2000
5223,97.5,70,2000
5224,97.5,70,2000
5225,97.5,70,2000
5226,96.0,69,2000
5227,97.3,70,2000
5228,97.3,71,2000
5229,98.6,70,2000
5230,97.3,70,2000
5231,96.2,71,2000
5232,97.5,70,2000
5233,97.3,70,2000
5234,97.3,70,2000
5235,98.7,70,2000
5236,98.6,70,2000
5237,96.2,70,2000
5238,97.3,69,2000
5239,97.5,70,2000
5240,97.4,70,2000
5241,97.2,69,2000
5242,97.3,70,2000
5243,97.1,70,2000
5244,98.6,71,2000
5245,98.7,69,2000
5246,97.6,69,2000
5247,97.3,70,2000
5248,97.3,70,2000
5249,97.4,71,2000
5250,97.3,70,2000
5251,97.3,70,2000
5252,97.3,70,2000
5253,97.4,69,2000
5254,97.4,69,2000
5255,97.4,69,2000
5256,97.5,70,2000
5257,98.7,71,2000
5258,98.5,71,2000
5259,98.8,71,2000
5260,97.3,70,2000
5261,97.3,70,2000
5262,97.3,70,2000
5263,96.2,70,2000
5264,97.5,69,2000
5265,98.7,69,2000
5266,97.4,70,2000
5267,97.5,70,2000
5268,98.7,70,2000
5269,96.2,69,2000
5270,97.1,70,2000
5271,98.7,71,2000
5272,97.3,70,2000
5273,97.5,70,2000
5274,97.3,69,2000
5275,97.3,69,2000
5276,97.4,71,2000
5277,97.3,70,2000
5278,98.7,69,2000
5279,97.3,70,2000
5280,96.3,70,2000
5281,97.3,69,2000
5282,97.3,71,2000
5283,96.2,70,2000
5284,97.3,70,2000
5285,97.3,71,2000
5286,97.5,71,2000
5287,97.4,70,2000
5288,98.7,71,2000
5289,96.2,70,2000
5290,97.3,70,2000
5291,97.3,70,2000
5292,97.5,70,2000
5293,97.5,70,2000
5294,97.3,70,2000
5295,97.3,70,2000
5296,95.9,70,2000
5297,97.4,70,2000
5298,97.2,71,2000
5299,97.3,70,2000
5300,97.3,71,2000
5301,98.6,70,2000
5302,97.3,70,2000
5303,97.3,70,2000
5304,97.5,70,2000
5305,98.6,70,2000
5306,97.3,70,2000
5307,97.4,70,2000
5308,97.4,70,2000
5309,97.3,70,2000
